GISJOIN,GEOGYEAR,ZCTAA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CL8AA2020,CL8AA2020L,CL8AA2020U
"G02021","2010","02021",18511.05,15406,20872,20718.94,18574,22467,21561,24371.67,23829,25091
"G02025","2010","02025",7075.11,6978,7099,7261.09,7165,7286,7542,8381.74,8381,8530
"G02026","2010","02026",23784.15,22603,26357,23464.34,22836,26687,24711,25350.84,24744,25547
"G02030","2010","02030",4899.33,3944,6742,5546.49,4476,7589,5589,5923.00,5923,5923
"G02032","2010","02032",3543.78,2068,3956,3697.18,2496,4160,4226,4853.00,4853,4853
"G02035","2010","02035",14600.78,13389,15234,16140.14,14592,17159,16865,18618.00,18618,18618
"G02038","2010","02038",22125.01,20543,24173,29580.28,27587,31025,31635,33261.34,33066,33343
"G02043","2010","02043",19810.35,18824,19918,19872.68,18918,19978,22157,24253.94,24007,24704
"G02045","2010","02045",10466.00,10466,10466,11050.00,11050,11050,10293,10072.00,10072,10082
"G02047","2010","02047",108.59,68,115,242.12,206,254,180,202.58,50,356
"G02048","2010","02048",16521.65,15202,18452,22327.14,20660,24502,23184,23860.00,23860,23860
"G02050","2010","02050",21676.78,20202,23134,24591.41,22905,25854,25429,26124.42,25708,26277
"G02052","2010","02052",10534.41,9258,11048,12268.77,10459,12802,12024,12798.65,12697,12799
"G02053","2010","02053",9965.00,9794,12234,12483.85,12332,14942,12752,13115.14,12988,13125
"G02054","2010","02054",7603.82,6996,8471,7892.35,7315,8676,7891,8460.00,8460,8460
"G02056","2010","02056",9320.09,8379,13010,10540.51,9685,14804,10981,11628.02,11560,11820
"G02061","2010","02061",9283.96,7400,10706,9766.68,8006,11128,10506,11351.00,11351,11351
"G02062","2010","02062",28733.83,26661,31069,28628.08,26669,30489,28602,31611.00,31611,32014
"G02066","2010","02066",16529.64,15998,16909,17355.36,16762,17829,17656,18560.26,18412,18561
"G02067","2010","02067",15476.02,15224,20691,17430.66,17109,22352,17486,18472.36,18350,18474
"G02071","2010","02071",842.42,395,1469,1522.55,464,2235,1707,1049.00,845,1105
"G02072","2010","02072",26797.25,23646,29744,27179.94,24690,29480,26999,29295.63,28798,29418
"G02081","2010","02081",15954.14,13844,19546,17709.99,15522,21698,18472,20594.51,19679,21024
"G02090","2010","02090",12567.59,11026,13820,14142.27,11988,15296,14636,16283.74,15812,17145
"G02093","2010","02093",8930.96,6067,10047,10476.06,7574,11690,10955,12178.00,12178,12317
"G02108","2010","02108",3311.84,2492,3432,3356.20,2750,3367,3825,4192.89,3628,4212
"G02109","2010","02109",3489.85,3193,3696,3295.81,3059,3445,3771,3841.67,3534,4028
"G02110","2010","02110",1508.45,1507,1524,1607.00,1607,1607,1733,2932.39,2931,3009
"G02111","2010","02111",3542.64,3126,3549,4949.00,4949,4949,7383,9419.00,9419,9419
"G02113","2010","02113",6553.25,6364,6831,6437.19,6288,6674,6915,7230.76,6934,7458
"G02114","2010","02114",10150.67,10049,10993,11200.80,11190,11807,11999,14509.29,14490,14949
"G02115","2010","02115",23478.66,20986,26576,25537.42,25014,28509,28441,31755.27,30998,33276
"G02116","2010","02116",18493.32,17582,19836,19483.46,18827,19639,20628,23757.69,23586,24966
"G02118","2010","02118",21177.49,20035,22202,22500.51,22105,23217,26498,29299.60,28530,29592
"G02119","2010","02119",25581.89,24934,26142,23566.05,23020,24051,25346,29053.00,29013,29053
"G02120","2010","02120",12792.95,11102,14364,11534.67,9856,12241,15181,16970.54,15393,17629
"G02121","2010","02121",25518.42,24916,25967,24771.86,24082,25276,25978,29040.92,28415,29324
"G02122","2010","02122",23069.11,22190,24400,24937.33,24042,26412,23479,24081.86,23606,25291
"G02124","2010","02124",48046.21,47632,49505,51179.00,50706,52513,47783,51206.72,50958,51824
"G02125","2010","02125",30616.68,29394,30993,33049.47,31744,33428,33295,34968.16,33896,35348
"G02126","2010","02126",28012.68,27162,28234,27954.81,27314,28138,25562,27225.34,27086,27292
"G02127","2010","02127",29180.63,29179,29211,29456.00,29456,29456,31799,37939.00,37939,37939
"G02128","2010","02128",32886.33,32854,33117,38341.54,38299,38609,40508,43066.00,43066,43066
"G02129","2010","02129",14718.00,14718,14718,15195.00,15195,15195,16439,19117.60,19096,19120
"G02130","2010","02130",37195.34,36021,38754,35273.24,34148,36991,35401,38451.09,38185,38901
"G02131","2010","02131",29952.85,28365,31424,31450.63,29822,32647,29826,30669.70,30631,30700
"G02132","2010","02132",26545.36,24889,29753,25698.17,24371,28375,25861,27076.52,26954,27661
"G02134","2010","02134",21303.37,19298,23194,21357.89,19949,23204,21503,22578.09,22284,22989
"G02135","2010","02135",42977.97,41325,44037,44066.17,42093,45157,42780,46330.16,45893,46791
"G02136","2010","02136",25661.41,22081,28120,27514.39,23821,29706,28488,30410.00,30409,30410
"G02138","2010","02138",34820.46,32276,38660,35153.61,33261,38740,36314,38002.82,37496,38988
"G02139","2010","02139",32725.22,32217,33263,35272.11,34703,35641,36349,39361.27,39357,39378
"G02140","2010","02140",15981.02,12398,17084,17064.49,13982,18193,17607,21404.97,20625,22095
"G02141","2010","02141",10861.69,10422,10892,12017.58,11906,12020,11910,15410.73,15394,15439
"G02142","2010","02142",1351.83,1349,1892,1803.39,1800,2258,3141,4478.00,4454,4478
"G02143","2010","02143",25328.68,24956,26045,24904.98,24566,25549,24514,25819.88,25582,25839
"G02144","2010","02144",25084.26,24409,26943,24009.14,23382,25930,23891,25476.87,24913,25626
"G02145","2010","02145",24450.95,24031,24916,26835.15,26603,27267,25439,27664.88,27368,27722
"G02148","2010","02148",53836.61,51530,55245,56315.78,54078,57681,59503,66248.12,66103,66436
"G02149","2010","02149",35749.00,34925,36461,38087.65,37252,38819,41550,49075.50,49075,49290
"G02150","2010","02150",28666.92,28023,29291,35013.69,34345,35667,35124,40721.00,40645,40721
"G02151","2010","02151",42925.42,42578,45558,47464.40,47113,48668,51808,62275.73,61673,62670
"G02152","2010","02152",18905.31,17497,18939,18301.05,18221,18325,17497,19316.00,19316,19316
"G02155","2010","02155",58734.77,55563,59619,57475.47,54167,58512,57964,61502.81,61264,61996
"G02163","2010","02163",1068.57,0,1872,1003.99,0,1191,2582,1367.00,1367,1367
"G02169","2010","02169",49089.58,47280,50873,52227.38,50187,53640,55055,62153.00,62153,62153
"G02170","2010","02170",19829.30,19177,20194,19231.70,18620,19605,19505,20212.62,20045,20264
"G02171","2010","02171",16176.62,15048,16724,16605.43,15356,17043,17711,19262.38,19211,19430
"G02176","2010","02176",28253.18,26699,32713,27220.86,25955,31585,26983,29815.03,29721,29817
"G02180","2010","02180",22149.14,15670,23826,22219.09,15867,23633,21437,23244.00,23244,23244
"G02184","2010","02184",33732.63,31537,36435,33774.03,31401,36404,35744,39143.00,38792,39240
"G02186","2010","02186",25732.33,23790,29281,26071.78,24656,29879,27003,28630.00,28630,28630
"G02188","2010","02188",13940.29,11587,15792,14253.71,12041,16187,14608,14972.69,14532,15722
"G02189","2010","02189",14542.56,13803,15291,14606.12,13782,15446,14559,15055.63,13460,15834
"G02190","2010","02190",16369.38,14023,19516,16283.30,13930,19518,16119,19041.17,18985,19055
"G02191","2010","02191",9232.97,9146,9333,8889.33,8704,8985,8457,8387.82,8271,8850
"G02199","2010","02199",886.00,886,886,1005.00,1005,1005,1146,1574.00,914,1574
"G02203","2010","02203",0.00,0,0,1.00,1,1,0,10.00,10,251
"G02210","2010","02210",315.37,285,317,510.00,510,510,2090,5808.00,5808,5808
"G02215","2010","02215",22003.18,20842,23131,21956.79,20895,22553,26125,27049.89,26913,27271
"G02301","2010","02301",59473.54,55456,59890,61707.83,57850,62128,61025,69418.00,69418,69418
"G02302","2010","02302",33281.82,31282,35138,32557.72,30602,34262,32741,36202.00,36202,36202
"G02322","2010","02322",4556.38,4043,8434,4450.56,4001,7498,4356,4777.01,4777,5273
"G02324","2010","02324",21265.96,19923,22730,25210.30,23618,26975,26563,28622.38,28144,28758
"G02330","2010","02330",10587.81,8575,13170,11164.70,9396,13803,11509,11645.00,11645,11645
"G02332","2010","02332",13915.51,11282,15666,14254.77,11825,15790,15059,16096.01,15831,16236
"G02333","2010","02333",11127.72,9461,13592,12988.48,10824,15687,13794,14437.30,14309,14440
"G02338","2010","02338",6520.36,3841,8001,7476.91,4666,9270,7518,7749.00,7749,7749
"G02339","2010","02339",11925.84,11331,14426,13175.43,12526,15322,13879,14833.00,14833,14833
"G02341","2010","02341",9056.74,7655,13453,9544.85,7971,13927,10218,10639.04,10639,10654
"G02343","2010","02343",10967.98,8727,11788,10690.33,8606,11852,10745,11363.64,10447,11364
"G02346","2010","02346",17861.51,16883,18609,19934.14,18867,20510,23106,24243.00,24184,24589
"G02347","2010","02347",7772.68,6698,8197,9805.41,8861,10502,10612,11525.00,11179,11525
"G02351","2010","02351",13807.51,11525,16116,14598.11,12534,16956,16029,17085.36,17085,17971
"G02356","2010","02356",10481.50,9260,11841,12416.75,10551,13940,12564,13443.20,12456,14715
"G02357","2010","02357",933.95,244,1263,801.80,0,1734,1360,1421.69,189,2095
"G02359","2010","02359",14541.38,12295,18033,16924.06,14864,20752,17828,18354.94,18200,18624
"G02360","2010","02360",45309.23,42104,47449,51578.36,49236,53476,56271,61134.09,61107,61878
"G02364","2010","02364",9039.31,7399,12514,11782.53,9873,14321,12629,13708.02,13708,13967
"G02366","2010","02366",301.00,301,301,126.00,126,126,197,83.00,83,83
"G02367","2010","02367",2369.07,828,4330,2623.02,889,5025,2820,2930.00,2930,2930
"G02368","2010","02368",30120.06,28557,31301,31036.92,30026,32401,32158,35025.00,34125,35407
"G02370","2010","02370",16127.34,14025,18405,17668.57,15896,19679,17489,17803.00,17803,17803
"G02375","2010","02375",8398.52,5886,10500,9077.22,6808,10898,9188,10193.11,10154,10507
"G02379","2010","02379",6349.83,5361,7909,6594.95,5591,8130,6916,7707.00,7707,7707
"G02382","2010","02382",13236.16,11592,14745,13877.93,11926,15577,14489,15121.32,15121,15173
"G02420","2010","02420",13665.11,12267,16349,14103.29,12899,16690,14052,15397.81,15246,15473
"G02421","2010","02421",15409.96,14438,21593,16306.59,15451,17767,17342,19056.19,18981,19208
"G02445","2010","02445",19910.10,19333,21135,21292.05,20579,22082,20679,22765.98,22425,23183
"G02446","2010","02446",27323.87,26898,27956,29355.05,28879,30098,29311,31623.27,31308,31800
"G02451","2010","02451",16882.50,15053,18335,17637.32,15132,19229,17426,18541.69,17951,18945
"G02452","2010","02452",13647.73,12047,16055,12596.04,11550,15124,14238,14723.69,14552,15201
"G02453","2010","02453",27362.35,25569,29342,29031.18,27573,30688,28968,31633.98,31402,31802
"G02457","2010","02457",1388.24,1293,1490,799.15,338,1182,1432,1550.72,1526,1758
"G02458","2010","02458",12573.09,11206,13983,12481.04,11246,14253,12131,12892.79,12455,13175
"G02459","2010","02459",18286.12,15488,19952,18916.88,15683,20711,19095,18668.53,17884,19179
"G02460","2010","02460",8772.76,7812,9943,8925.63,7935,10014,8742,9224.28,8964,9376
"G02461","2010","02461",6646.49,5024,8327,6532.49,5116,8349,7059,7353.57,6625,8248
"G02462","2010","02462",1477.79,1308,1480,1679.65,1528,1680,1554,1554.48,1387,1714
"G02464","2010","02464",2861.80,2095,3575,2940.10,2124,3597,2953,3203.89,2744,3555
"G02465","2010","02465",11992.15,10111,14116,11648.37,9825,13561,11710,12528.64,12204,12864
"G02466","2010","02466",6645.83,5772,7360,7049.94,6215,7729,8096,8539.55,8283,8714
"G02467","2010","02467",18676.03,15650,20816,15510.59,13174,18246,22491,22783.59,21768,23494
"G02468","2010","02468",5476.17,4983,6560,5379.11,4922,6412,5273,5664.16,5031,6567
"G02472","2010","02472",33225.89,30717,34960,32939.70,30515,34272,32014,35713.56,35593,36470
"G02474","2010","02474",27476.57,26375,28671,25986.22,24981,27105,26312,28521.00,28280,28521
"G02476","2010","02476",17133.26,15924,18118,16406.36,15225,17298,16532,17794.00,17787,17991
"G02478","2010","02478",24769.08,23085,29261,24176.15,22639,27276,24664,27232.60,26719,27330
"G02481","2010","02481",15506.50,13497,17130,15798.23,13565,17533,16244,17003.30,16082,17254
"G02482","2010","02482",9744.63,8412,13653,10043.18,8475,14179,10306,10995.98,10538,11942
"G02492","2010","02492",19475.54,19054,20394,20064.03,19641,21587,19931,21585.37,21482,21623
"G02493","2010","02493",10229.80,8883,11717,11507.31,9947,13532,11261,11851.00,11851,11851
"G02494","2010","02494",8100.54,7223,8455,8865.74,7911,9179,8955,10505.63,10468,10609
"G02532","2010","02532",9175.07,8727,9665,11348.94,10898,11961,12690,13538.85,12740,14186
"G02534","2010","02534",836.08,629,3433,868.70,632,3119,842,899.00,857,899
"G02535","2010","02535",850.61,785,857,1186.41,1095,1195,1177,1651.01,1644,1700
"G02536","2010","02536",16080.87,15509,16413,19717.24,19135,20245,19583,20061.00,20061,20061
"G02537","2010","02537",4677.04,3186,5889,5786.98,4254,6286,6293,5944.64,4933,6103
"G02538","2010","02538",3333.43,2492,4246,3532.46,3146,4370,3603,4175.28,3850,4696
"G02539","2010","02539",3061.60,2471,3206,3781.43,2866,3958,4067,5168.00,5168,5168
"G02540","2010","02540",8349.08,7672,8940,8791.50,7932,9372,8221,8423.50,8022,8545
"G02542","2010","02542",2057.98,22,2118,1587.25,10,1642,1139,793.00,793,847
"G02543","2010","02543",898.62,846,1042,803.19,757,955,635,731.10,712,853
"G02553","2010","02553",211.86,127,257,246.90,159,294,226,213.28,138,254
"G02554","2010","02554",5669.91,5639,5756,9122.42,9122,9136,9852,13540.23,13475,13677
"G02556","2010","02556",2646.80,2120,3141,3363.67,2693,3952,3115,3332.40,3230,3654
"G02557","2010","02557",2805.91,2652,3638,3696.47,3480,4861,4491,5306.93,5287,5307
"G02558","2010","02558",1886.62,1731,2172,1790.37,1675,1937,2156,2200.25,2181,2529
"G02559","2010","02559",3029.83,2548,3353,3237.41,2641,3631,3376,3334.70,3066,3402
"G02561","2010","02561",497.20,227,582,530.06,193,614,539,535.22,220,653
"G02562","2010","02562",1975.00,1975,1975,2882.00,2882,2882,2977,3203.93,2756,3615
"G02563","2010","02563",7871.73,5270,8868,10336.66,8874,11486,10359,10239.41,10000,11225
"G02564","2010","02564",337.83,256,373,394.71,384,398,310,699.83,543,780
"G02568","2010","02568",3131.74,2735,3502,3788.38,3341,4208,4000,4875.07,4875,4895
"G02571","2010","02571",9191.72,8263,9852,10046.26,9171,10374,10481,11003.33,10464,11317
"G02575","2010","02575",1691.13,1328,1912,2448.31,2060,2738,2725,3528.99,3480,3536
"G02576","2010","02576",3336.88,2934,3500,3202.02,2882,3417,3754,4068.50,3852,4220
"G02584","2010","02584",4.26,0,72,2.88,0,8,10,14.93,0,35
"G02601","2010","02601",13240.80,12046,14046,15070.43,14019,15828,14089,16459.46,16079,17088
"G02630","2010","02630",1998.65,1767,2230,1930.81,1704,2104,1850,1873.69,1690,2028
"G02631","2010","02631",8268.25,7632,8580,9873.29,9241,10214,9679,10111.23,10024,10278
"G02632","2010","02632",10024.25,8940,11214,11435.23,10372,12411,10742,11354.77,10696,11847
"G02633","2010","02633",4407.56,3658,4902,4248.62,3442,4745,3884,4231.72,3533,4585
"G02635","2010","02635",2810.57,2321,3621,3455.66,2945,3978,3296,3666.72,3341,3848
"G02637","2010","02637",238.81,22,378,247.56,55,369,253,243.32,42,317
"G02638","2010","02638",3354.59,2316,4349,3679.81,2347,5323,3207,3103.77,2809,3512
"G02639","2010","02639",2620.67,2428,2869,3326.42,3229,3561,2875,3194.82,3145,3242
"G02641","2010","02641",482.42,450,574,709.26,662,817,532,569.07,524,586
"G02642","2010","02642",4451.25,3973,4615,5431.47,4780,5493,4937,5733.72,5691,5778
"G02643","2010","02643",25.53,7,46,39.27,23,63,26,30.32,10,203
"G02644","2010","02644",2803.28,2439,2829,3877.27,3369,3947,3955,4013.53,3954,4154
"G02645","2010","02645",7673.66,6721,8353,9632.99,8572,10314,9663,10427.40,9896,10835
"G02646","2010","02646",1739.04,1295,2157,1860.45,1417,2268,1676,1948.41,1600,2289
"G02647","2010","02647",139.87,138,144,165.57,158,181,129,164.00,131,169
"G02648","2010","02648",6037.23,5190,8079,7528.68,6490,9126,7301,7342.05,6895,7738
"G02649","2010","02649",7899.43,7398,9258,12984.21,12643,14493,14006,15072.14,14979,15377
"G02650","2010","02650",893.11,740,925,991.26,755,1037,848,871.72,823,890
"G02651","2010","02651",8.29,0,52,18.02,0,79,16,16.17,8,52
"G02652","2010","02652",895.72,508,1009,1289.48,1004,1300,1175,1395.18,1393,1405
"G02653","2010","02653",5888.90,5524,6562,6366.46,6086,7107,5911,6335.36,5918,6436
"G02655","2010","02655",3461.02,3316,3514,3966.64,3821,4088,3518,3625.62,3454,3738
"G02657","2010","02657",3561.97,3561,3801,3433.09,3431,3718,2942,3664.00,3664,3664
"G02659","2010","02659",980.08,883,1280,1104.97,1027,1469,1108,1136.82,1072,1139
"G02660","2010","02660",6034.28,5449,6891,6609.33,5803,7764,6261,6376.50,5811,6877
"G02663","2010","02663",148.87,84,239,137.25,102,191,173,227.00,174,260
"G02664","2010","02664",8657.75,8512,8941,9755.26,9586,10057,9371,9897.27,9653,9946
"G02666","2010","02666",675.69,487,932,793.45,729,824,828,1058.63,1048,1061
"G02667","2010","02667",2346.85,2151,2557,2616.72,2530,2784,2580,3341.30,3306,3437
"G02668","2010","02668",2295.09,1932,3559,3188.44,2993,4556,3278,3270.07,3266,3805
"G02669","2010","02669",298.86,136,761,280.63,186,774,285,352.80,205,1031
"G02670","2010","02670",1350.38,1323,1376,1632.61,1601,1646,1307,1421.83,1404,1529
"G02671","2010","02671",979.35,832,1238,1062.70,956,1201,1023,1220.24,1154,1416
"G02672","2010","02672",285.40,207,290,250.62,199,257,180,310.67,279,314
"G02673","2010","02673",7722.10,7657,7894,8991.87,8938,9218,8402,8893.08,8750,8908
"G02675","2010","02675",5251.01,4356,6309,6685.07,5324,7773,6577,6838.22,6757,7114
"G02702","2010","02702",4036.55,3242,4537,3938.38,3105,4794,4125,4238.98,4208,5020
"G02703","2010","02703",38293.75,34851,40222,41935.69,38018,44166,43593,46473.46,46416,46543
"G02713","2010","02713",76.00,76,76,56.00,56,56,52,39.00,39,39
"G02715","2010","02715",2422.91,1888,3048,2522.67,1938,3277,3123,4036.24,3983,4226
"G02717","2010","02717",4525.44,3826,7348,4588.18,3835,7258,4745,4967.03,4939,4998
"G02718","2010","02718",4898.27,3962,5186,6411.54,5233,6877,6655,6874.00,6874,6874
"G02719","2010","02719",16133.12,15691,16719,16159.31,15602,16537,15873,15924.00,15924,15924
"G02720","2010","02720",30454.06,29791,30847,31407.49,30847,31780,30287,31275.60,30110,31349
"G02721","2010","02721",26765.50,26542,27937,26393.81,26307,27137,26290,27797.31,27383,27884
"G02723","2010","02723",16899.98,16216,17553,16137.72,15928,16692,14767,16010.40,15940,16512
"G02724","2010","02724",18357.48,17472,18530,17427.66,16829,17510,16908,18331.69,18245,18653
"G02725","2010","02725",2566.00,2566,2566,2665.00,2665,2665,2631,2632.00,2632,2632
"G02726","2010","02726",15135.51,14528,15970,15607.65,14917,16258,15534,15671.68,15328,15725
"G02738","2010","02738",4503.40,4401,4779,5128.87,4996,5462,4907,5347.00,5347,5347
"G02739","2010","02739",5852.99,5615,6017,6272.27,6032,6500,6045,6508.00,6508,6508
"G02740","2010","02740",46797.65,46031,48355,43324.15,42631,44680,43087,45200.24,44605,45792
"G02743","2010","02743",9464.76,7446,11109,10095.78,8219,11646,10307,10574.73,10313,10645
"G02744","2010","02744",13223.81,13211,13272,11687.19,11641,11694,11900,12863.00,12863,12900
"G02745","2010","02745",23513.55,21634,25308,23941.34,22238,25657,24576,25509.61,25265,26035
"G02746","2010","02746",16469.43,16469,16567,14855.68,14855,14871,15342,17278.00,17278,17289
"G02747","2010","02747",16188.67,13314,18233,19187.54,16613,21700,22927,22383.57,22233,22576
"G02748","2010","02748",11043.39,10032,11928,11597.70,10617,12559,11442,11765.84,11485,11885
"G02760","2010","02760",23470.80,21718,25945,25429.96,23772,28240,26739,28690.00,28690,28779
